Organization,CO2 Emissions
GREENLINK SRL,566.05
MONTECRISTI CABLE VISION,566.05
CABLEMAX C.X.A,566.05
Silver Lake Investments Silver Cable,566.05
Cable Onda Oriental,566.05
Exito Vision Cable S.A.S,566.05
VISNETWORK SRL,566.05
GUESTCHOICE TV RD,566.05
AIRTIME TECHNOLOGY SRL,566.05
DSI DOMINICANA S.R.L,566.05
KW SERVICES RD,566.05
NEXERCOM SRL,566.05
AZTECA TELECOM S.R.L.,566.05
DERIVALNET Y COMUNICACIONES SRL,566.05
ESTRELA TELECOM,566.05
TELEMARCH S.R.L,566.05
PUNTOCALL LORA COMMUNICATIONS DOMINICANA S.R.L.,566.05
COLUMBUS NETWORKS DOMINICANA,566.05
Pontificia Universidad Catolica Madre y Maestra PUCMM,566.05
Cable Atlantico SRL,566.05
Oficina Presidencial de la Tecnologias de Informacion y Comunicacion,566.05
ORBIT CABLE,566.05
MR Networking,566.05
TELEIMAGEN SATELITAL,566.05
FUN TECHNOLOGY S.R.L,566.05
UNBITEL SRL,566.05
RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA,566.05
WIFEET,566.05
SERVICIOS TECNOLOGICOS PABLO MELLA MORALES SRL,566.05
CABLEVISION DEL CARIBE,566.05
BRAVIC SRL,566.05
HILTEC SRL,566.05
MKTEL SRL,566.05
ORBITEK SRL,566.05
WIMAS,566.05
WILLNET SRL,566.05
ARCOFIBER CONEXIONES SRL RODRITEL,566.05
ENSAR DOMINICANA,566.05
SEQURE NETWORKS SRL,566.05
AWD NETWORKS,566.05
TELECABLE BANILEJO S.R.L,566.05
REYNOSO,566.05
CENTRIC MOBILITY CEMO,566.05
LAUAM MEGARED TELECOM,566.05
WALCOM ES LA RED WMPP SRL,566.05
TELECABLE SANCHEZ SRL,566.05
BITNET DOMINICANA,566.05
INTERSAT DOMINICANA SRL,566.05
TELECABLE EL LIMON SRL,566.05
ONERED JWG532 SRL,566.05
INVERSIONES BONAFER,566.05
GENIOS SOLUCIONES SRL,566.05
REY CONNECT SRL,566.05
Cable Del NorteS.R.L,566.05
HELLOFIBRA SERVICES PENA,566.05
INVERSIONES SOINPRO,566.05
THREE NETWORKS SRL,566.05
SERVICIOS NUNEZ EIRL,566.05
VARGAS JAMPOL TELECOMUNICACIONES SRL,566.05
GRUPO ARMARFA SRL,566.05
FASTNET SOLUTIONS SRL,566.05
ESQUIRE CORPORATE SERVICES,566.05
SILKGLOBAL DOMINICANA SRL,566.05
ABELCO EMPRESARIAL SRL,566.05
SONICO COMUNICACIONES SRL,566.05
CV HOTSPOT,566.05
IMPLEMENTECH,566.05
AARONKA DOMINICANA SRL,566.05
SDI DOMINICANA,566.05
JIMENEZ Y DIAZ COMUNICACIONES DEL CARIBE,566.05
ACOLME TECH,566.05
CENTRAL SOLUTIONS TECHNOLOGY S.R.L.,566.05
MAO CABLE VISION,566.05
LINARES TECHNOLOGY SRL,566.05
WORLD CABLE RED,566.05
TELECABLE INTERNACIONAL TAMBORIL SRL,566.05
VALNET WIRELESS,566.05
LIGHTWAVE S.R.L,566.05
WIRELESS MULTI SERVICE VARGAS CABRERA,566.05
TELECABLE CENTRAL PUERTO PLATA PP,566.05
JOSE DIGITAL MEDIA DOMINICANA SRL,566.05
CABLE VISION E. GONZALEZ,566.05
TELE MON,566.05
CONECTIVIDAD DEL CARIBE CONECAR SRL,566.05
Soluciones de Networking Amin Moran SRL,566.05
NEXTELECOM,566.05
FENIX NETWORKS,566.05
OPENCONNECTION FERNANDEZ,566.05
JEMNETWORKS,566.05
TELERY NETWORKS,566.05
DLD SERVICIO SRL,566.05
TELECABLE PUERTO PLATA SRL,566.05
Kaldera,566.1952380952381
WISDOM WISDOM CLOUD INTERNET TECHNOLOGY PTE. LTD.,566.270231231231
TOYA Toya sp.z.o.o,566.9362535427294
RayNetwork RUI PIN LAI,567.0633333333333
YOUWE Priority of FashionBeijingInformation Technology Co.,567.1917843568714
LIVEMOBILE Live Mobile LTD,567.26
Nefesh Nefesh B'Nefesh Aliyah (R.A.),567.26
RAD Rad Data Communication LTD,567.26
israel MDCLONE LTD,567.26
Kabri_SET Kibbutz Kabri,567.26
Ceragon_Network_LTD Ceragon Networks LTD,567.26
gfiber GFIBER INTERNET LTD,567.26
MASKYOO Maskyoo Telephonia LTD,567.26
qamtech Dash Eliran Electronics Ltd,567.26
HILAT_NETWORKS HASHIKMA NGN International Communications 015LTD,567.26
Claroty Claroty LTD,567.26
mars mars 019 Telecom LTD,567.26
Menora_AS Menorah Mivtachim insurance Ltd.,567.26
SHVA Automatic Bank Services Limited,567.26
ITURAN_AS Ituran Location and Control Ltd.,567.26
BANKDISCOUNT_SET ISRAEL DISCOUNT BANK Ltd,567.26
NIOI_SET National Insurance institute,567.26
Callcentric Wholesale Inc,567.26
VISONIC VISONIC LIMITED,567.26
NEONET AspireGlobal Marketing Solutions Ltd,567.26
AMIAD AMIAD WATER SYSTEMS LTD,567.26
IL Elcam Medical Agricultural Cooperative Association Ltd,567.26
Drivenets Drivenets Ltd,567.26
proginter Bari Maor,567.26
MATRIXCLOUDZONE MATRIX IT CLOUDZONE LTD,567.26
AYALON_INSURANCE_LTD AYALON INSURANCE COMPANY LTD,567.26
AMIT Amit Net Telecom LTD,567.26
NETCURE Dror Katz trading as Netcure Computers/ D.P.O.,567.26
nayax NAYAX LTD,567.26
EDP Mechashvim E.D.P. LTD,567.26
CONTACT Contact Production LTD,567.26
Teldan TDnet LTD,567.26
Leverate Leverate Technological Trading LTD,567.26
RAFAEL RAFAEL ADVANCED DEFENSE SYSTEMS LTD,567.26
Joint Gwint Israel,567.26
Varonis_Systems Varonis Systems,567.26
Challenge_set CHALLENGE AIRLINES (IL) LTD,567.26
Israel_Chemicals ICL Group Ltd,567.26
HADASSAH Hadassah Medical Organisation Ltd,567.26
ICLfertilizers Dead Sea Works LTD,567.26
PORWEDESIGN MICROSEMI P.O.E LTD,567.26
EMIT Eli Melamed,567.26
VOLTAIRE Mellanox Technologies Tlv Ltd,567.26
BLX BETTER LINX LTD,567.26
exsitu Exsitu Managed Cloud Services LTD,567.26
AMDOCS AMDOCS (ISRAEL) LTD,567.26
dabltech DABLTECH LTD,567.26
ISBB_AS Israel Sport betting board,567.26
BrightSource Brightsource Industries (Israel) Ltd.,567.26
obiz offek h&o ltd,567.26
cobweb_SET COBWEBS TECHNOLOGIES LTD,567.26
IL MyHeritage Ltd,567.26
LANDA Landa Corporation Ltd,567.26
ALLOT_SET Allot LTD,567.26
Sisense Sisense LTD,567.26
SZMC_AS Shaare Zedek Medical Center,567.26
Magen_David_Adom Magen David Adom,567.26
CELLBRITE Cellebrite DI Ltd,567.26
MFA Ministry of foreign affairs,567.26
SPD S.P.D. Hosting LTD,567.26
TADIRAN_SET TADIRAN CONSUMER AND TECHNOLOGY PRODUCTS LTD,567.26
FISHMAN FISHMAN CHAINS LTD,567.26
oriahshm ORIAN SH.M LTD.,567.26
ITCNG ITC NG ltd,567.26
YaelSS Yael Software & Systems LTD.,567.26
HILANLTD HILAN LTD,567.26
KH_SET Kibbutz Hatzerim Ltd,567.26
XPM Expim Ltd,567.26
SHUFERSAL_SET SHUFERSAL LTD,567.26
CloudtASN Amal Kabha trading as Computerisation and Bookkeeping Services,567.26
BOI_SET Bank Of Israel,567.26
GetFPV IT Online LTD,567.26
AESL1 AIG Europe (Services) Limited,567.26
Swiftness Swiftness Ltd,567.26
LiveDns LiveDns Ltd,567.26
eaglets Eagle Trading Systems (R&D) LTD,567.26
stratoscale ZADARA TECHNOLOGIES LTD,567.26
INFINIDAT Infinidat Ltd,567.26
MazayaNET MazayaNET Communication Services Co.,567.26
octopuscs Hilkaltex Sh. Y. (1988) Ltd.,567.26
Webbing_LTD Telroaming Advanced Communication Solution Ltd.,567.26
m4u Menahel 4 You LTD,567.26
IL ONE ZERO DIGITAL BANK LTD,567.26
Safelines Safelines Ltd.,567.26
optibase_ltd Optibase ltd,567.26
Leumit_LTD Leumit Health Services,567.26
Migdal_Shukey_Hon MIGDAL CAPITAL MARKETS (MANAGEMENT SERVICES) LTD,567.26
Ceva_DSP CEVA D.S.P. Ltd.,567.26
mishke Mishkei Shita Communication LTD,567.26
allegro ALLEGRONET LTD,567.26
CONNECT972 SECURE ON SECURITY SYSTEMS LTD,567.26
Wixpress_LTD WIX.COM LTD,567.26
Zim_Integrated_Shiping_Services_Company Zim Integrated Shipping Services LTD,567.26
GUIDELINE GROUP INFORMATION TECHNOLOGIES LTD,567.26
IEC_AS The Israel Electric Corporation Limited,567.26
TOSAF_SET TOSAF COMPOUNDS LTD,567.26
Gilat_Telecom_Satellite Gilat Telecom Ltd.,567.26
SURECOMP_SET Surecomp Development Ltd,567.26
RIMON1 Internet Rimon LTD,567.26
"Mansour_SET Mansour Esaeleh trading as ""M.M. Communication Infrastructure""",567.26
Globes,567.26
bycloud Bynet Data Communications LTD,567.26
flashfiber FIFTH GENERTION NEW AGE LTD,567.26
YALEN_SET Yelin Lapidot Investment Portfolio Management Ltd,567.26
Bezeq International Ltd.,567.26
COMPASS EXAWARE ROUTING LTD,567.26
SUPERDERIVATIVES Intercontinental Exchange Israel Ltd.,567.26
Leadcom Leadcom Integrated Solutions (LIS) Ltd.,567.26
DTCS Day Telecom Company (ltd.),567.32
NEAROUTE Nearoute Limited,567.3918998529972
TRABIA Trabia SRL,568.3426654663065
HardCore Hardcore Communication Co.,568.6401785714286
AS6421,568.7926678003399
SETEC SETEC All from Tehnika DOO Skopje,568.97
EVNMK EVN Electric Power Company of Macedonia AD Skopje,568.97
AS_HALKB HALKBANK AD Skopje,568.97
stbbt STOPANSKA BANKA A.D. BITOLA,568.97
STB STOPANSKA BANKA AD SKOPJE,568.97
deltabet Delta Bet D.O.O.E.L Skopje,568.97
MARnet Macedonian Academic Research Network Skopje,568.97
AS_INELTEHNIK INEL TEHNIK DOOEL,568.97
KIBS KIBS AD Skopje,568.97
MEPSO_MK AD MEPSO JSC,568.97
NLB_MK NLB Banka AD Skopje,568.97
HINET Data Communication Business Group,570.5278292609753
REALLYME,570.87
coop NETSTYLE A. LTD,571.43
DATASHIELD_CH Datashield,571.43
DHNETWORK DIAHOSTING LIMITED,571.43
AirtelSeychelles,571.43
BeetleNetwork BeetleNetwork Ltd.,571.43
AS209737 HEDEF GLOBAL BILISIM TEKNOLOJILERI SANAYI TICARET LIMITED SIRKETI,571.43
Intelcom Intelcom Group Ltd,571.43
DATASHIELD_NL Datashield,571.43
Universidad Pontificia Bolivariana,571.6
COLOMBIA MAS TV S.A.S,571.6
HV TELEVISION S.A.S,571.6
COLOMBIA TELECOMUNICACIONES S.A. ESP BIC,571.6749716553288
NOL,571.92
RayaCC,571.92
CreditAgricoleEgypt,571.92
MSCC,571.92
ASCBE,571.92
CAC,571.92
CICH,571.92
WhiTech,571.92
NSGB,571.92
DarCairoAS,571.92
ValU,571.92
EFG,571.92
SCCT,571.92
EUN,571.92
IDSC,571.92
AFMIC,571.92
ELNG,571.92
GBAUTO,571.92
MOBINIL,571.9338729190622
PrimeXM PrimeXM Services (Cyprus) Ltd,572.4549999999999
CHTCDN Data Communication Business Group,572.625
UNICONNECT Uniconnect Srl,575.06
DGSSI,577.65
FastIraq FastIraq,579.55
IQNETWORKS IQ Networks for Data and Internet Services Ltd,579.6816385028163
JD Beijing Jingdong Shangke Information Technology Co. Ltd.,579.9473333333332
MVNET Mega Vantage Information Consulting Co.,579.954626
HKCLOUDX,580.3414145756274
NEBULA,580.7935780734222
MIROHOST Internet Invest,581.2956784248081
nethuk2 NETH LTD,581.8240000000001
CANL CANL,581.9633333333334
COMCEL GUATEMALA S.A.,583.3476811436433
EIS,583.5627083333334
Mevspace MEVSPACE sp. z o.o.,583.7164343255886
ASINTELVISION,585.5776765589295
Adennet Aden net,586.32
CRITICALHUBNET,586.4773982466081
SOX Serbian Open Exchange DOO,586.6702564102562
HRCOM,587.8680529350978
NETARTGROUP Nazwa.pl Sp.z.o.o.,588.1977333333333
SBIN,590.0
Spacetel,590.0
FIRSTNET,590.0
XUNYOU SiChuan XunYou Network Technologe Limit,590.5741618612714
RedgeTechnologies Redge Technologies sp. z o.o.,590.8662006187095
OPTIKABELPL OptiKabel Telecom Sp. z o.o.,591.991984
MILKCAT,593.3000000000001
SPEEDYNET,594.2814875743787
OSNPRW,594.285
CongoTelecom,594.3150024091713
vodafoneqatar Vodafone Qatar P.Q.S.C,596.7184650511649
ANY2CLOUD,597.6199999999999
MYTHIC Mythic Beasts Ltd,598.5138517950598
TELNAP TELNAP TELECOM Sp. z o.o.,599.1983129668963
MIX2_OpenPeering Orange Polska Spolka Akcyjna,599.9271024034134
CARIBANK,600.0
SHPJNET Shanghai pujv Communication Technology co.,600.359252
TPNET Orange Polska Spolka Akcyjna,600.4838271604938
AS8474 Riscom S.A.,600.6637499999999
OSNET,600.7116043274748
DIRECTV COLOMBIA LTDA.,600.86
cPoP Orange Polska Spolka Akcyjna,601.0015476190478
TelflyNetwork Telfly Technology Limited,601.0606103740249
INTERLINK UAB Porenta,601.4294059702985
FUSE,602.0899999999999
V tal,602.5016036774936
QUNIV Qatar University,602.83
QatarEnergyLNG QatarEnergy LNG PQSC,602.83
KM Qatar General Electricty and Water Corporation,602.83
Sidra_Medicine Sidra Medicine,602.83
SATTEL,602.84325
CMCNETWORKS,603.2126750891697
RINEX,603.78
YLWL Beijing Yunlin Network Technology Co.,604.069184
GUINEANET,605.1
GETESA,605.1
ACAI Avini cultural and Art Institute,605.8
NGCS IT arte Sp. z o.o.,605.9345
DMWIRELESS,605.9905486849561
KhalijServer Amir Hosein Maaref,606.0585993501625
CLOUDBASE Guangdong Cloudbase Technology Co.,606.616026698665
ARTNET2 Artnet Sp. z o.o.,607.4365402891012
FIBERX,608.334
ICOMMNET,608.334
NETAPPAS NetApp,609.20875
DATASPACE DATASPACE P.S.A.,609.7346185381462
UMAM Universiti Muhammadiyah Malaysia,609.85
CONTROLVM ControlVM Sdn Bhd,609.85
FastNetAS,610.17
INTEGRADESIGN IDHosting Sp. z o. o.,610.6063713628638
Punto_Pago_AS Punto Pago Panama S.A.,611.11
GUAMCELL,611.11
SUNVALE,611.11
AS10130 FSM Telecommunications Corporation,611.11
netmihan Netmihan Communication Company Ltd,611.673
ASIANDEVBANK,613.38
OFIBER OFiber,613.38
alaitisal Alaitisal Computers and Requisites Trading LLC,613.38
GETAFIX GETAFIX IXP,613.38
DIGITELONE Digital Telecommunications Philippines Inc.,613.38
TIGER Tiger Network Limited,613.7548744874488
DataLake CloudFerro S.A,614.8862340000001
Consulting_Service Robert Siebielski trading as Consulting Service,614.98
Summerhosting Pawel Kraczkowski,614.98
MDSI MDSI MAZOWIECKI DOSTAWCA SZYBKIEGO INTERNETU SP Z O O,614.98
gmkk ICT FUTURE Sp. z o.o.,614.98
subinet Subinet Sp. z o.o.,614.98
Granet Granet Marcin Grabowski,614.98
ANetConnect TELEKOMUNIKACJA SANDOMIERZ SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,614.98
Arteria Arteria S.A.,614.98
Artnet_POMIX Artnet Sp. z o.o.,614.98
MERITA MERITA Maria Zabrocka,614.98
VSTACK Vstack Europe Sp. z o.o.,614.98
TECHSTORAGE Techstorage sp. z o.o.,614.98
"FORWEB ""FORWEB"" S.C. Monika Bodetko",614.98
RAMAN Uniwersytet Radomski im. Kazimierza Pulaskiego,614.98
PROGRESO PROGRESO.PL Sp. z o.o,614.98
olix Polnocny Klaster ICT SP. z.o.o.,614.98
EZMOBPL IN9 MOBILE Sp. z o.o.,614.98
PPLAST Prosperplast 1 Spolka z ograniczona odpowiedzialnoscia,614.98
PPLAST2 Prosperplast 1 Spolka z ograniczona odpowiedzialnoscia,614.98
SKANET FHU SKANET Wojciech Capek,614.98
WIZJANET WizjaNet sp. z o.o.,614.98
UPLUBLIN Uniwersytet Przyrodniczy w Lublinie,614.98
DEVONSTUDIO DevonStudio Sp. z o.o.,614.98
AS_MK2 Marcin Zalewski trading as MK2,614.98
CANPOL Canpol Sp. z o.o.,614.98
ESOTIQ Esotiq and Henderson S.A.,614.98
HYVA HYVA Polska Sp. z o.o.,614.98
MSWWS MAZOWIECKI SZPITAL WOJEWODZKI IM. SW. JANA PAWLA II W SIEDLCACH sp. z o. o.,614.98
DEDISERV Lukman Multimedia Sp. z o.o,614.98
ASARO_AS Asean Telecom Sp. z o.o.,614.98
EDIAL eDial Internet Sp. z o.o.,614.98
KABUM_AS Sfires Software & Hardware Dariusz Swiderski,614.98
AS_MI_RIPE MINISTERSTWO INFRASTRUKTURY,614.98
Trafcom_Net Trafcom Sp. z o.o.,614.98
CPDMSW Centrum Personalizacji Dokumentow Ministerstwa Spraw Wewnetrznych i Administracji,614.98
GUGIK Glowny Urzad Geodezji i Kartografii,614.98
APORIA Aporia Rafal Kaczmarczyk,614.98
NASZAWIZJA Fundacja Nasza Wizja,614.98
matcom MARCIN SEBASTIAN ZIOLEK trading as MATCOM,614.98
IDEO Ideo Sp. z o.o.,614.98
StormMedia STORMmedia sp. z o.o.,614.98
FREENET Freenet Telecom Sp. z o.o.,614.98
BRIX_WROCLAW BRIX Sp.zo.o.,614.98
INTERCOM Inter Com Slawomir Lebek,614.98
K3 K3 Telecom Sp. z o.o.,614.98
ASNETXP Network Experts sp. z o.o. sp. k.,614.98
AS6GNET 6G Networks Sp. z o. o.,614.98
WSPRSzczecin Wojewodzka Stacja Pogotowia Ratunkowego Szczecin,614.98
ITF NETCITY GT Sp. z o.o.,614.98
Santander_Bank_Polska_S_A Santander Bank Polska S.A.,614.98
SPZOZ SP ZOZ Lotnicze Pogotowie Ratunkowe,614.98
NETonSKY NETonSKY.pl JANIAK PIOTR,614.98
NOWANET NOWANET.PL GRP sp. z o.o.,614.98
FALCONET Falconet sp. z o.o.,614.98
STARTNET STARTNET Pawel Jopek,614.98
FIBERZONE Fiberzone Sp. z o.o.,614.98
ELNET ELNET Krzysztof Tchorzewski,614.98
PUT Poznan University of Technology,614.98
NorgPol VIRTUAL TELECOM SP. Z O.O.,614.98
ByteFlare ByteFlare LTD,614.98
KSIEZYC Aves Sp. z o.o.,614.98
aslubonetswiatlowod Lubonet Swiatlowod Sp. z o.o.,614.98
Telemedian Telemedian Sp. z o.o.,614.98
ASTELEKOM TELEKOM.pl Sp. z o.o.,614.98
SKYNETMEDIA Daniel Zachert trading as SKYNET MULTIMEDIA,614.98
BLUMEDIA Piotr Strzala trading as Blumedia,614.98
rtk Regionalna Telewizja Kablowa Spolka Jawna L.Iwanski i Wspolnicy,614.98
ELBONET Bogusz Tucholski and Michal Senger trading as Elbonet Sp.J.,614.98
AMELEKTRONIK Marek Michalkiewicz trading as AMELEK.NET,614.98
Teleport Teleport sp. z o.o.,614.98
mikroBIT mikroBIT Sp. z o.o.,614.98
MIKRONIKA MIKRONIKA Sp. z.o.o.,614.98
GPEC Gdanskie Przedsiebiorstwo Energetyki Cieplnej Sp. z o.o.,614.98
Gremi Media SA,614.98
NETPOL NETPOL Piotr Pruba,614.98
ZETOBI Centrum Informatyki ZETO S.A.,614.98
Securitas Securitas Polska Sp. z o.o.,614.98
SMLWNET Spoldzielnia Mieszkaniowa Lokatorsko Wlasnosciowa Legionowo,614.98
TERG TERG S.A.,614.98
RUCH Ruch S.A.,614.98
pionet Piotr WIeladek trading as Pionet,614.98
Inwep Inwep Sp. z o.o.,614.98
"BARNET SEWERYN TYBORSKI trading as ""Barnet""",614.98
ASUMB Miasto Bialystok,614.98
TELNET TELNET Ropczyce Sp. z o.o.,614.98
NEXIM NOZEWNIK ANDRZEJ trading as NEXIM,614.98
PHU_MIROLAN_MIROSLAW_WECLAW PHU MIROLAN Miroslaw Weclaw,614.98
MILNET MILNET Sp. z o.o.,614.98
softax Softax sp.j.,614.98
FARMACOL FARMACORE SPOLKA Z O.O.,614.98
Urzad_Miasta_BOLESLAWIEC Urzad Miasta Boleslawiec,614.98
KLINIKA_KOMPUTERA Klikom.net Sp.z o.o.,614.98
SOKOLOW SOKOLOW,614.98
WILWAW WOJSKOWY INSTYTUT LACZNOSCI,614.98
GLOBNET ARTUR CICHECKI GLOBNET,614.98
INTERKA Tomasz Gawin trading as Interka Gawin Respondek sp.j.,614.98
BENET Szymon Beltowski BENET,614.98
INTERSIEC FIBERLINK Sp. z o.o.,614.98
KGSG KOMENDA GLOWNA STRAZY GRANICZNEJ,614.98
ASROSSPOL Rossmann Supermarkety Drogeryjne Polska Sp. z o.o.,614.98
LEKTORKLETT Wydawnictwo LektorKlett Sp. z o.o.,614.98
InterCars INTER CARS S.A.,614.98
PFS Pekao Financial Services Sp. z o o,614.98
CDSM CDS Mioduszewski,614.98
PERN PERN S.A.,614.98
RadioZET Eurozet Sp. z o.o.,614.98
AS42552 Niles sp. z o.o.,614.98
SPEDIMEX SPEDIMEX Sp. z o.o.o,614.98
HESTIA Sopockie Towarzystwo Ubezpieczen Ergo Hestia S.A.,614.98
ZCHLUBON Luvena S.A,614.98
TTcomm TTcomm sp. z o.o.,614.98
APLITT Aplitt Sp. z o.o.,614.98
NOWYSTYL Nowy Styl Sp.zoo,614.98
KOLNET KOLNET Sp. z o.o.,614.98
ITCOMP ITCOMP sp. z o.o,614.98
BGWM_AS Wojewodztwo Mazowiecki,614.98
NOVUM Zaklad Uslug Informatycznych NOVUM Sp. z o.o.,614.98
VATUS PUH Vatus Rafal Wejman,614.98
ASMTK Myszkowska Telewizja Kablowa Sp. z o.o.,614.98
HOMENET HomeNet Technologies Sp. z o.o.,614.98
TOYA_AS TOYA S.A.,614.98
HAKER Mateusz Dymitruk trading as PPHU Haker,614.98
ARKADIA Arkadia Spolka Cywilna Krysztof Rozmus Barbara Rozmus,614.98
NETDRIVE Netdrive.pl Krzysztof Bojko,614.98
PANSANET Polska Agencja Zeglugi Powietrznej,614.98
easyCALLpl SoftBlue S.A.,614.98
NEUCA NEUCA S.A.,614.98
Fondlar DSS OPERATOR SPOLKA AKCYJNA,614.98
MAXIA MAXIA SP. Z O.O.,614.98
MIASTO_KOSZALIN Gmina Miasto Koszalin,614.98
"SMPOLNOC Spoldzielnia Mieszkaniowa ""Polnoc""",614.98
PKOLEASING PKO Leasing SA,614.98
DTnet DTnet Adam Tarkowski Aneta Wyrwas s.c.,614.98
PROSZYNSKI_MEDIA_AS Proszynski Media sp. z o.o.,614.98
OSW OSRODEK STUDIoW WSCHODNICH IM. MARKA KARPIA W WARSZAWIE,614.98
MIKROBI Mikrolan Sp. z o.o.,614.98
IdeaBank IDEA Bank S.A.,614.98
TOPEX TOPEX SP.Z. O. O. SPOLKA KOMANDYTOWA,614.98
INVENT INVENT Sp. z o.o.,614.98
COI Centralny Osrodek Informatyki,614.98
AFRISO Afriso Sp. z o.o.,614.98
ANEGIS Anegis Sp. z o.o.,614.98
SATOPL SATO Polska Sp. z o.o.,614.98
PGNET Kancelaria Prezesa Rady Ministrow,614.98
Q4Net Q4NET SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,614.98
BRUSS ALAB Laboratoria Sp. z o.o.,614.98
PENET Trigon Dom Maklerski SA,614.98
KPT Krakowski Park Technologiczny Sp ZOO,614.98
CEZPL RESINVEST ENERGY POLSKA Sp. z o.o.,614.98
GCI GCI Sp. z o.o.,614.98
REDEFINE Cyfrowy Polsat S.A.,614.98
DAWIS_IT DAWIS IT Sp. z o.o.,614.98
ESNET Piotr Lewandowski trading as ESNET S.C.,614.98
ELEKTRON Z.U.H. ELEKTRON s.c.,614.98
TKK Telewizja Kablowa Koszalin sp. z o. o.,614.98
Cyfrotel MAREK BZDZIUCH trading as CYFROTEL Sp. J.,614.98
NETETER NETeter s.c. Michal Siwczak,614.98
PLWIPASZ Wipasz S.A,614.98
EOBUWIE EOBUWIE.PL LOGISTICS Sp. z o.o.,614.98
LEGMAN Legnica Municipal Office,614.98
treston Andrzej Skraba trading as Treston s.c.,614.98
BSLACKO Lacki Bank Spoldzielczy,614.98
BAJTNET BAJTNET SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,614.98
ASSMYK SMYK S.A.,614.98
MAXNETZARY MAXNET Zbigniew Czarnecki,614.98
TREFL TREFL SA,614.98
ULC Urzad Lotnictwa Cywilnego,614.98
MBIT Mariusz Krupinski trading as mBit,614.98
ITWIRELLESS PAWEL KUZNIEWSKI,614.98
NETFORYOU Netforyou sp. z o.o.,614.98
AS_FORLAN SPOLKA 4LAN BOGDANOW,614.98
PAFU Polish Air Force University,614.98
SYSADVISORS SysAdvisors Sp. z o.o. Sp. K.,614.98
WIELTON Wielton S.A,614.98
COCON COCON Systemy Komputerowe Sp. z o.o.,614.98
AVERTECH AverTech Sp. z o.o.,614.98
NetSharks NET SHARKS Sp. z o.o.,614.98
INTERKAM INTERKAM sp. z o.o.,614.98
CurrencyOneSA Currency One S.A.,614.98
COMEL COMEL,614.98
maque maciej grzeszczuk,614.98
CHOJNY Spoldzielnia Mieszkaniowa Chojny Lodz,614.98
TELSAT TELSAT.TV Sp. z o.o.,614.98
AS_SOFTCOMTECH SCTECH Sp. z o.o.,614.98
SOFTWARESTUDIO SOFTWARESTUDIO SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,614.98
GRUPAPRACUJ Grupa Pracuj S.A.,614.98
MEYER Meyer Tool Poland Sp. z o.o.,614.98
mfexpert Centrum Asysty Szkodowej Sp. z o.o.,614.98
ICTFuture ICT FUTURE Sp. z o.o.,614.98
Marat Marat Sp. z o.o.,614.98
SETO SETO Sp. z.o.o,614.98
drmaxpl DR. MAX Sp. z.o.o,614.98
InfinityGroup Infinity Group sp. z o. o.,614.98
ENTERAIR EnterAir sp. z o.o.,614.98
CRUZ Centrum Rozwoju Uslug Zrzeszeniowych Sp. z o.o.,614.98
DataArt DataArt Wroclaw Sp. z o.o.,614.98
abpcomputer PIOTR ROSLAW ADROWSKI TRADING AS ABP COMPUTER,614.98
PHUNETSOFT PHU NETSOFT Robert Zajac,614.98
MONTMAY Montmay Sp. z o.o.,614.98
INFORSYS INFORSYS SA,614.98
TELB Telbridge sp z o o,614.98
MEDIASYSTEM Robert Marek Bukowski trading as Media System,614.98
NETREN NETREN Maciej Ignatowski,614.98
"PERTUS PRZEDSIEBIORSTWO USLUG INFORMATYCZNYCH ""PERTUS"" SC",614.98
MAXTO MAXTO Spolka z ograniczona odpowiedzialnoscia S.K.A.,614.98
Ciech CIECH S.A.,614.98
Hypercon Hypercon Ltd,614.98
HYCOM HYCOM SA,614.98
LPA Kredyt Inkaso IT Solutions Sp. z o.o.,614.98
Pomorskie Wojewodztwo Pomorskie,614.98
Nestbank Nestbank S.A.,614.98
Movicom Movicom s.c. Witold Skorzycki,614.98
POLPX Towarowa Gielda Energii S.A,614.98
ATMAN Atman Sp. z o.o.,614.98
eCard S.A.,614.98
OKITECH OKITECH Krzysztof Kusnierczyk,614.98
IDC INEA sp. z o.o.,614.98
SPINE Leon Sp. z o.o.,614.98
PROMONOTES PROMONOTES Sp. z o.o.,614.98
KOLEJEDOLNOSLASKIE Koleje Dolnoslaskie S.A.,614.98
PekaoTFI Pekao Towarzystwo Funduszy Inwestycyjnych S.A.,614.98
KPMG KPMG sp. z o.o.,614.98
SPTelekAS Sptelek Sp. z o.o.,614.98
AXA_Ubezpieczenia UNIQA Towarzystwo Ubezpieczen S.A.,614.98
EDC_EXPERT_DIRECT_COMMUNICATION EDC EXPERT DIRECT COMMUNICATION sp. z o.o.,614.98
ELKMAN Gmina Miasta Elk,614.98
WEBTEAM WEBTEAM TELEKOMUNIKACJA SP. Z O. O. SPOLKA KOMANDYTOWA,614.98
casus_as Intrum Sp. z o.o.,614.98
CISG Ministerstwo Rozwoju i Technologii,614.98
BSKNET ING Bank Slaski S.A.,614.98
