ASN,Organization,CO2 Emissions
24111,NZWIRELESS-CO-NZ-AS-AP nzwireless LTD,120.11
136595,EXCELLENT-AS-AP EXCELLENT SOFTWARE LIMITED,120.11
45641,ADVANTAGE-AS-AP Advantage Limited,120.11
45164,ATLL-AS-AP Allied Telesis Labs Limited,120.11
135344,TTL-AS-AP Transactor Technologies Limited,120.11
23977,KATIPO-AS-NZ Katipo Communications Limited,120.11
153375,COVER-AS-AP Cover Communications Limited,120.11
153312,BTIT-AS-AP BTIT Consulting Limited,120.11
153306,VOIPHQ-AS-AP VOIP HQ LIMITED,120.11
153173,ITCL-AS-AP Information Technology Consultants Limited,120.11
141693,UNIXCOLTD-AS-AP Unix Co LTD,120.11
138189,SECURECOM-NZ-AS-AP Securecom Ltd,120.11
45190,AIALNET-NZ International Terminal,120.11
136953,VOIPHQ-AS-AP VOIP HQ LIMITED,120.11
135606,WSCL-AS-AP Warp Speed Computers Limited,120.11
134744,WATSON-AS-AP RJ Watson and S V Watson,120.11
134372,VISIONLAB-AS-AP L. EDWARDS & SON LIMITED ta VisionLab,120.11
134359,WIL-AS-AP Wanna Internet Limited,120.11
134156,COVER-AS-AP Cover Communications Limited,120.11
133636,FISHEYELIMITED-AS-AP Fisheye Limited,120.11
133214,JUSTINTERNET-AS-AP Justinternet Limited,120.11
132450,NEWERAIT New Era IT Ltd,120.11
64095,BRSL-AS-AP Blue Reach Services Limited,120.11
38299,REANNZ-CORP-NZ-AP REANNZ Corporate,120.11
38140,SCION-AS-NZ-AP NZ Forest Research Institute Ltd,120.11
136960,CLL-AS-AP Crombie Lockwood NZ Limited,120.11
17542,TNZIFPAFR-AS-AP The New Zealand Institute for Plant and Food Research,120.11
18017,TUAROPAKI-AP Tuaropaki Communications Limited,120.11
150154,CLOUDSQUARED-AS-AP CloudSquared,120.11
149310,LAYER3LIMITED-AS-AP Layer3 Limited,120.11
134192,CLOUDSQUARED-AS-AP CloudSquared,120.11
131202,GRAVITY-AS-AP Gravity Internet Ltd,120.11
132003,VUW-SOFTNETLAB-AP Network Research Lab,120.11
137257,LOCALHOST-AS-AP Localhost Limited,120.11
136157,AFFCO-AS-AP AFFCO New Zealand Ltd,120.11
134436,TIGL-AS-AP The Instillery Group Limited,120.11
133745,INTERNET-AS-AP Internet,120.11
132509,SOLARIX-INTERNET-AS-AP Solarix Networks Limited,120.11
132240,PLAN-B-AS-AP Plan-b Ltd,120.11
55715,ADVANCEDDATACENTRES-NZ 113 Bank Street,120.11
55516,UCOL-AS-AP Universal College of Learning,120.11
45459,SOLARIX-INTERNET-AS-AP Solarix Networks Limited,120.11
38477,SOLARIX-NZ Solarix Networks Limited,120.11
38294,SERVERWORKS-NZ-AP Serverworks Content Provider,120.11
24192,SOLARIX-INTERNET-AS-AP Solarix Networks Limited,120.11
23916,HOTHL-NZ House of Travel Holdings Ltd,120.11
4831,MELCO-NZ-AS-AP Melco Sales NZ Ltd,120.11
140602,ENABLE-AS-AP Enable Services Limited,120.11
24006,LIVERTON-AS-NZ Liverton Limited,120.11
18378,NIWA-AS-AP National Institute of Water and Atmospheric Research Ltd,120.11
131272,OPENPOLY-AS-AP Open Polytechnic,120.11
132042,MANUX-AS-AP Manux Networks Ltd,120.11
9483,DPL-AS-AP Flatnet Networks,120.11
9431,AKUNI-NZ The University of Auckland,120.11
4667,GNS-NZ-AS-AP GNS Science New Zealand,120.11
681,WAIKATOUNI-AS-AP University of Waikato,120.11
141183,KIWIBANK-AS-AP Kiwibank Limited,120.11
139695,KIWIBANK-AS-ORB Kiwibank Limited,120.11
139694,KIWIBANK-AS-KAP Kiwibank Limited,120.11
137448,ASBBANKLIMITED-AS-AP ASB BANK LIMITED,120.11
137052,NZXLIMITED-AS-AP NZX Limited,120.11
131287,YONDER-AS-AP Yonder.Co.Nz Limited,120.11
135400,CONTACTENERGY-AS-AP Contact Energy Limited,120.11
24074,NZPOST-NZ-AP New Zealand Post,120.11
4830,AS-WESTPACNZ-AP Westpactrust,120.11
134224,VOYAGERNET-AS-AP Voyager Internet Limited,120.11
134102,ACCELERO-AP Accelero Limited,120.11
24466,ACCELERO-AP Accelero Limited,120.11
139271,SIMPSONGRIERSON-AS-AP Simpson Grierson Limited,120.11
139200,ADRACL-AS-AP Arthur D. Riley and Company Limited,120.11
136500,NORTHCLOUDLIMITED-AS-AP NorthCloud Limited,120.11
135157,HILTONS-AS-AP Hilton Haulage Limited,120.11
132161,VGRID-AS-AP vGRID Limited,120.11
131323,HONDA-AS-AP Honda New Zealand Ltd,120.11
139310,MATNET-AS-AP Mackenzie Agricultural Technologies,120.11
142602,TRUSTPOWERLTD-AS-AP TrustPower Ltd,120.11
150409,ENTITY-AS-AP Entity Communications Limited,120.11
10025,IUSN-AS-AP The IUSN Foundation,120.11
153399,TUATEALIMITED-AS-AP Tu Atea Limited,120.11
152180,NETNAME-1CLIMITED-AS-AP 1C Limited,120.11
151839,OFSNL-AS-AP OJI FIBRE SOLUTIONS,120.11
139336,FREEDOMINTERNET-LTD-AS-AP Freedom Internet Ltd.,120.11
138943,CNS247-AS-AP Connectnet Services Limited,120.11
138321,Unknown Org,120.11
136965,ITLIVELTD-AS-AP IT Live Ltd,120.11
135154,GEL-AS-AP Genesis Energy Limited,120.11
151607,CIAL-AS-AP Christchurch International Airport Ltd,120.11
135087,SWEEPINTERNET-AS-AP Sweep Internet NZ Limited,120.11
134429,ENL-AS-AP Evolution Networks Limited,120.11
133920,TSBBANK-AS-AP TSB Bank Limited,120.11
133400,GUMBOOT-AS-AP Gumboot Internet Limited,120.11
133396,TEAMNETWORK-AS-AP TEAMnetwork Systems Ltd,120.11
133370,TODDENERGYLIMITED-AS-AP TODD ENERGY LIMITED,120.11
132727,STRATANETWORKSLTD-AS-AP Strata Networks Ltd,120.11
132712,DAIFUKUOC Daifuku Oceania,120.11
132409,MONZTPT-AS-AP Museum of New Zealand Te Papa Tongarewa,120.11
132014,NETPOLLER-AS-AP NetPoller Limited,120.11
135021,PLATFORMPLUS-AS-AP PlatformPlus Limited,120.11
147051,ETH-AS-AP Ethanet Limited,120.11
132058,VIANLIMITED-AS-AP VIAN Limited,120.11
132745,BLASTINTERNET-AS-AP Blast Internet Ltd,120.11
63830,AKLIX-AS-AP New Zealand Internet Exchange Incorporated,120.11
18350,SCSPL-AS-AP Suncorp Corporate Services Pty Ltd,120.11
132917,YELLOWPAGESGROUP-AS-AP Yellow Pages Group,120.11
63839,MEGAPORTPTYLTD-AKLIX-AP Megaport Pty Ltd,120.11
24347,CAPGEMINI-AS-NZ Capgemini New Zealand Limited,120.11
133420,GENI-N4L-APE Network for Learning,120.11
23710,ISC-AKL1 Internet Systems Consortium,120.11
131227,YRLESSLTD-AS-AP Yrless Ltd,120.11
140839,LANTECHLIMITED-AS-AP Lantech Limited,120.11
207599,-Reserved AS-,120.11
134444,CCL-AKL-AS-AP Computer Concepts Limited,120.11
132870,XTREME-NETWORKS-PALMERSTON-NORTH-AS-AP Xtreme Networks Limited,120.11
135112,VPSNINE-AS-AP Sharenet Limited,120.11
132919,WEBSLICELIMITED-AS-AP WebSlice Limited,120.11
132822,FIDLAPNIC-AS-AP Fidelity Life Assurance Company Limited,120.11
152108,NATCLIMITED-AS-AP NATC Limited,120.11
24511,NETTRUSTLTD-AS-AP NET TRUST LIMITED,120.11
149820,EPWORTHCORPORATION-AS-AP Epworth Corporation Limited,120.11
131261,LIZRD2015LIMITED-AS-AP Lizrd 2015 Limited,120.11
7716,WORLEY-AS-AP Worley Organisation Australia,120.11
135642,VET-AS-AP VetNZ Limited,120.11
131198,MEDIATRIBELIMITED-AS-AP Mediatribe Limited,120.11
58423,STRATANET-NZ StrataNet,120.11
56068,LIGHTSPEED-TECHNOLOGY-AS-AP Lightspeed Technology Group Limited,120.11
55853,MEGATEL-AS-AP Megatel,120.11
132875,NATIONALPACS-AS-AP National Pacs Limited,120.11
136797,TURBOITLIMITED-AS-AP Turbo I.T Limited,120.11
152596,RBL-AS-AP Rodney Broadband Limited,120.11
58624,END2END-AS-AP End 2 End Limited,120.11
139580,RIMUHOSTING-AS-AP RIMU HOSTING LIMITED,120.11
139054,DATACENTRELIMITED-AS-AP Auckland Data Centre Limited,120.11
137262,SMARTLINX3LIMITED-AS-AP Smartlinx3 Limited,120.11
134110,MIITLIMITED-AS-AP MiIT Limited,120.11
132697,ACCELERO-AP Accelero Limited,120.11
45140,CHRIST-COLLEGE-NZ-AS-AP Christ College Christchurch ASN,120.11
150795,BRAINTRUST-AS-AP Braintrust Ltd,120.11
147012,LIVERTON1-AS-AP Liverton Security,120.11
140680,NRGAUTOMATIONLTD-AS-AP NRG Automation Ltd,120.11
139861,CLOUDTORQUE-AS-AP Cloud Torque Global Limited,120.11
133608,LIVERTON1-AS-AP Liverton Security Limited,120.11
132583,ASI-AS-AP ASI Solutions Limited,120.11
132027,HDC-AS-AP Hastings District Council,120.11
138041,TELCO2-AS-AP Telco2 Limited,120.11
133043,ESL-AS-AP Enhanced Solutions Ltd,120.11
131583,WIZWIRELESS-AS-AP WIZwireless Limited,120.11
134691,FASTWAYGLOBALLTD-AS-AP Fastway Global Limited,120.11
140055,TIMARU-AS-AP Timaru District Council,120.11
135393,KIWIVOIP-AS-AP Kiwi VoIP,120.11
149052,BGL-AS-AP Big Noise Group Limited,120.11
153180,EXABA-AS-NZ Exaba Limited,120.11
45280,NZTECHNOLOGY-AS-AP New Zealand Technology Group Limited,120.11
24005,SECURECOM2-NZ-AS-AP Securecom Ltd,120.11
23735,EOL-AS-AP EOL Enternet Online Ltd,120.11
18021,UNINET-AS-AP Unisys NZ,120.11
152657,DOC-NON-AS-AP Department of Conservation,120.11
135047,DDNZL-AS-AP NTT NEW ZEALAND LIMITED,120.11
133578,DOERSNETWORKSLIMITED-AS-AP DOERS NETWORKS LIMITED,120.11
139876,COSCOSHIPPING-AS-AP COSCO SHIPPING LINES NEW ZEALAND LIMITED,120.11
45249,WINTEC-AS-AP Waikato Institute of Technology,120.11
133090,FUSIONNETWORKS-AS-AP Fusion Networks,120.11
135023,MAXCONTROL-AS-AP Maximum Control Limited,120.11
132130,TRIKO-AS-AP TRIKO SECURITY LIMITED,120.11
139707,RSL-AS-AP Radford Software Limited,120.11
133192,UBB-AS-AP Ultimate Mobile limited,120.11
140874,RNL-AS-AP Rapidweb Networks Limited,120.11
23934,TURNSTONE-NZ-AS-AP Turnstone Technologies LTD NZ AS,120.11
137465,SIMPLYFREELIMITED-AS-AP Simplyfree Limited,120.11
133729,EQUINOXLIMITED-AS-AP Equinox Limited,120.11
132695,OPTIM-AS-AP Optimation New Zealand Limited,120.11
132040,VITAL-CT-AP Vital Data Ltd,120.11
131296,REXNETWORKS-AS-AP REXNETWORKS LIMITED,120.11
149479,TWL-AS-AP TANK. Webservices Limited,120.11
131196,ENABLENET-AS-AP Enable Networks,120.11
45586,AKGRAMMAR-AKL-NZ Auckland Grammar School,120.11
56101,TWOA-NZ 320 Factory Rd,120.11
135403,AUCKLANDTRANSPORT-AS-AP Auckland Transport,120.11
133915,POWERCO-AS-AP Organization: Powerco NZ Limited,120.11
133884,ACNZ-AS-AP Airways Corporation of New Zealand,120.11
133741,WKNTA-AS-AP Waka Kotahi NZ Transport Agency,120.11
133532,INTERNET-AS-AP ASN for .nz InternetNZ Registry Content,120.11
133393,NAKIHOST-AS-AP Naki Host Limited,120.11
133145,TRIMBLE-AS-AP Trimble Planning Solutions Pty Ltd,120.11
56174,EAGLE-AS-AP Eagle Technology Group Ltd,120.11
55872,BAYCITY-AS-AP BayCity Communications Limited,120.11
135428,FENZ-AS-AP Fire and Emergency New Zealand,120.11
55435,WDC-AS-AP Whangarei District Council,120.11
45359,MEDIA-AS-AP MediaWorks Holdings Limited,120.11
45172,JADE-NZ-AS-AP Jade Software Corporation Christchurch ASN,120.11
38605,RAKON-AS-NZ-AP Rakon,120.11
38079,PSC-NZ-AP Public Services Commission,120.11
24548,BAYCITY-AS-AP BayCity Communications Limited,120.11
23869,NZSRS-AP InternetNZ infrastructure for NZ TLD SRS and DNS servers,120.11
17649,DMZGLOBAL-AP DMZGlobal Ltd,120.11
17472,BNZ-NZ Bank of New Zealand NZ-based networks,120.11
9896,DAVIDROBB-AS-AP David Robb,120.11
45476,PROPHARMANET-AS-AP PROPHARMA Limited,120.11
137471,INTERNZDF-NZ-AS New Zealand Defence Forces,120.11
138360,SCMCS-AS-AP Southern Cross Medical Care Society,120.11
138976,NZPL-AS-AP NEW ZEALAND PHARMACEUTICALS LIMITED,120.11
136463,WHERONET-AS-AP WheroNet Limited,120.11
133187,ASHGROUPLTD-AS-AP Ashnet Limited,120.11
133186,CNS-AS-AP COMPUTER & NETWORK SOLUTIONS LIMITED,120.11
132857,FFL-AS-AP FULL FLAVOUR LIMITED,120.11
132840,NSL-AS-AP Neos Systems Limited,120.11
132722,ITL-AS-AP Intellium Technology Limited,120.11
131291,LANWORXLIMITED-AS-AP LANWorx Limited,120.11
56028,BTG-NZ BTG Networks,120.11
38064,NZ-AS-NS1-AP ASN for anycast peering of,120.11
24459,RIMUHOSTING-AS-AP RIMU HOSTING LIMITED,120.11
17792,MET-AS-AP Metservice,120.11
9433,MASSEY-AS Massey University,120.11
9303,TDL2L-AS-AP The Digital Lab 2007 Limited,120.11
151645,JUSTICE-AS-AP Ministry of Justice,120.11
134818,EGGS-AS-AP Epsom Girls Grammar School,120.11
55887,DIOSCHOOLAK2-NZ Diocesan School for Girls,120.11
55759,MFAT-NET-NZ 195 Lambton Quay,120.11
134730,EDMICLOUD-AS-AP EDMI NZ Limited,120.11
132881,OMNINETLTD-AS-AP OmniNet Ltd,120.11
4770,ICONZ-AS ICONZ Ltd,120.11
139744,HNL-AS-AP healthAlliance N.Z. Ltd.,120.11
152880,MEGA-AS-NZ Mega Limited,120.11
141413,KAMARLIMITED-AS-AP KAMAR Limited,120.11
140685,CHAPMAN-AS-AP CHAPMAN TRIPP HOLDINGS LIMITED,120.11
140089,TAGL-AS-AP Turners Automotive Group Limited,120.11
2570,TAS-SPARK-NZ Spark New Zealand Trading Ltd,120.11
134118,BECA3-AS-AP Beca Corporate Holdings Limited,120.11
152106,TAGFL-AS-AP Turners and Growers Fresh Ltd,120.11
150134,WDHB-AS-AP Whanganui District Health Board,120.11
140851,RHL-AS-AP Ryman Healthcare Limited,120.11
139748,HBDHB-AS-AP Hawkes Bay District Health Board,120.11
137217,BSPG-AS-AP BLUE STAR GROUP NEW ZEALAND LIMITED,120.11
136980,COOPERATIVEBANK-AS-AP THE CO-OPERATIVE BANK LIMITED,120.11
136269,BPAC-CS-LP-AS-AP BPAC CLINICAL SOLUTIONS LP,120.11
135385,GOUGHGROUP-AS-AP Gough Group Limited,120.11
133537,DNZL-AS-AP Downer New Zealand Limited,120.11
133154,GDC-AS-AP Gisborne District Council,120.11
58421,PS-NZ-AS-AP Parliamentary Service,120.11
7599,AMSNET-NZ-AP Advanced Management Systems Ltd,120.11
4049,CELLO-AS-AP CELLO GROUP LIMITED,120.11
24189,IBM-GS-ITS-NZ-AP IBM New Zealand Limited,120.11
43549,ASN-SONOVA Sonova AG,120.11
64015,PUREIP-AS-AP Pure IP Limited,120.11
63979,TALK-CLOUD-AS-AP TALK A CLOUD LIMITED,120.11
139005,VCL-AS-AP Vivid Computers Ltd,120.11
55729,PAC-TECH-AS-AP Pacific Technology Solutions Ltd,120.11
4768,ONENZ-INET-AS One New Zealand Group Limited,120.11
137495,SKN-NZ-AS Skyline Networks NZ Ltd,120.11
4771,SPARKNZ Spark New Zealand Trading Ltd.,120.11
24398,AUT-NZ-AP Auckland University of Technology,120.11
139828,MSD-AS-NZ Ministry of Social Development,120.11
139656,ANZNATIONAL-AS-AP ANZ BANK NEW ZEALAND LIMITED,120.11
138355,WARNERTELECOM-AS-AP Warner Telecommunication LTD,120.11
135626,ELECTRALTD-AS-AP Electra Limited,120.11
135024,WILSON-PARKING-AS-AP Wilson Parking Australia 1992 PTY LTD,120.11
134746,ZENERGYLTD-AS-AP Z Energy Ltd,120.11
134692,IAG-NZ-AS IAG New Zealand,120.11
133785,KNZL-AS-AP KeepItSafe New Zealand Limited,120.11
133399,HITECH1-AS-AP HI-TECH SOLUTIONS LIMITED,120.11
132887,COUNTIESPOWERLTD-AS-AP Counties Power LTD,120.11
132219,TEPUNIKOKIRI-AS-AP Ministry of Maori Development Te Puni Kokiri,120.11
132066,NPDC-AS-AP New Plymouth District Council,120.11
58444,WETADIGITAL-AS-AP Weta Digital Ltd,120.11
56186,DIGINET-NZ Digital Island Ltd,120.11
55936,GENI-SDP-NZ-AS-AP Spark Digital New Zealand Ltd,120.11
55746,WITT-AS-AP Western Institute of Technology at Taranaki,120.11
45946,AIRNZ-AS2-NZ Air New Zealand Limited,120.11
45475,AMURINET-NZ Amuri Net,120.11
45215,ONENET-AS-NZ OneNet Limited.,120.11
38881,NZ-LOTTERIES-AS-AP NZ Lotteries Commission,120.11
38624,PAYMARK-NZ-INTERNET-AP Paymark Limited,120.11
18353,HDSVDCNZ-AS-AP Revera NZ Limited,120.11
141186,FBL-AS-AP Forsyth Barr Limited,120.11
133604,MDHB-AS-AP MidCentral District Health Board,120.11
141226,ETL-AS-AP Engage Technology Limited,120.11
132723,TDC-AS-AP Tararua District Council,120.11
55857,HARVESTELECTRONICS-AS-AP Harvest Electronics NZ Limited,120.11
138187,LOUDNCLEAR-AS-AP AYONE COMPUTERS LIMITED,120.11
133218,NENL-AS-AP Network Edge NZ Limited,120.11
138306,IDBICAPS-AS-IN IDBI CAPITAL MARKETS AND SECURITIES LTD,120.11
199334,rigilweb RIGIL WEB TECHNOLOGIES LIMITED,120.11
140548,RBNZ-AS-AP Reserve Bank of New Zealand,120.11
131254,NORTHPOWER-AS-AP Northpower Ltd,120.11
131168,WINDCAVE-AS-AP Windcave Limited,120.11
133108,WANGANUI-AS-AP Wanganui District Council,120.11
55719,RBNZ-AS-AP Reserve Bank of New Zealand,120.11
24318,MINEDU-AS-NZ-AP Ministry of Education,120.11
24226,CATALYST-NZ Catalyst.Net Ltd,120.11
56214,ZELAN-LTD-AS-AP Zelan Ltd,120.11
37979,TPN-AS-AP ThePacific.Net Ltd,120.11
153389,TASMAN-AS-AP Tasman District Council,120.11
153350,OBL-AS-AP Orbit Broadband Limited,120.11
150287,TFFL-AS-AP Tuatahi First Fibre Limited,120.11
140870,ACCELERATE1-AS-AP Accelerate Wireless Limited,120.11
140220,SKYTELEVISION-AS-AP Sky Network Television Ltd,120.11
37999,TVNZ-AS-NZ Television New Zealand,120.11
139906,RURALWIRELESS-AS-AP Rural Wireless Limited,120.11
151956,EARTHLINKLIMITED-AS-AP Earthlink,120.11
132238,AHSL-AS-AP Array Health,120.11
45138,CPIT-NZ-AS-AP Christchurch Polytechnic Institute,120.11
38793,NZCOMMS-AS-AP Two Degrees Mobile Limited,120.11
10110,MITNZ-AS-AP Manukau Institute of Technology,120.11
9432,CANTERBURY-AS-AP University of Canterbury,120.11
152851,RJOCLIMITED-AS-AP RJOC Limited,120.11
149301,ATL-AS-AP Askja Telecom Limited,120.11
133096,MOTHERSHIP-AS-AP MOTHERSHIP,120.11
132125,BRAINTRUST-AS-AP Braintrust Ltd,120.11
137920,SGNZL-AS-AP Suncorp Group New Zealand Ltd,120.11
151475,CADUCEUS-AS-AP Caduceus Systems Limited,120.11
141228,MNZL-AS-AP Monitor New Zealand Limited,120.11
139020,CLOUDLINK-AS-AP CloudLink Communications,120.11
137957,OMV-AS-AP OMV NEW ZEALAND LIMITED,120.11
136524,ZYLEX-AS-AP Zylex Computers Limited,120.11
132143,HCSL-AS-AP Harbour City Security Limited,120.11
131318,WIALUS-SOLN-AS-AP Wialus Solutions Limited,120.11
63519,SILICON-NZ 73 Sydney St,120.11
134845,WIAL-AS-AP Wellington International Airport Limited,120.11
45950,GMI-AS-AP Gareth Morgan Investments,120.11
136015,NSP-AS-AP NETWORK SERVICE PROVIDERS LIMITED,120.11
133870,BDL-AS-AP Brand Developers Limited,120.11
139681,DCSL-AS-AP Dynamic Computer Services Limited,120.11
138348,ANTARCTICANZ-AS-AP Antarctica New Zealand,120.11
141769,ITCO1-AS-AP iTCo Solutions Limited,120.11
137469,SIGNIFYLIMITED-AS-AP Signify Limited,120.11
38900,UNISON-NZ-AP Unison Networks Limited,120.11
38495,TRANSPOWER-B-AS-AP Transpower New Zealand Ltd.,120.11
137472,FREIGHTWAYS-AS-AP Freightways Information Services Limited,120.11
9889,TWO-DEGREES-AS-AP Two Degrees Mobile Limited,120.11
9559,PLAINCOM-NZ Plain Communications Ltd,120.11
132744,TVCL-AS-AP The Virus Centre Ltd,120.11
134218,GAMING-AS-AP Gaming Investments Pty Ltd,120.11
133887,CYBERHUB-AS-AP CyberHub Ltd,120.11
9245,COMPASS-NZ-AP COMPASS,120.11
9898,IQHIVE-AS-AP IQ Hive Limited,120.11
55797,HOYTS-AS-AP The Hoyts Corporation Pty Ltd,120.11
135889,SOFTSOURCE-AS-AP Softsource Ltd,120.11
134967,TQL-AS-AP TopQuality Limited,120.11
133451,PCSOFTLIMITED-AS-AP PC Soft Limited,120.11
132898,CHORUS-NZ CHORUS NEW ZEALAND LIMITED,120.11
58610,TELNET-AS-AP Telnet Telecommunication Limited,120.11
45809,NZRS-AS-AP ASN for .nz registry content,120.11
18400,XTREME-AS-AP Xtreme Networks Limited,120.11
18159,NETSPEED-AS-AP Netspeed Data Ltd,120.11
152703,BAINZ-AS-AP BAI,120.11
151191,SSL-AS-AP Select Solutions Limited,120.11
45285,NZ-AS-NS2-AP ASN for anycast peering,120.11
45473,SOLNETSOLUTIONS-NZ SOLNETSOLUTIONS-,120.11
24107,COMMARC-ASN-AP CommArc Consulting Ltd AS,120.11
55454,TWO-DEGREES-AS-AP Two Degrees Mobile Limited,120.11
135142,ENIGMA-AS-AP Enigma Solutions Limited,120.11
134378,ANL-AS-AP Alchemy Networks Limited,120.11
134131,WHAKATANE1-AS-AP Whakatane District Council,120.11
134099,THETREASURY-AS-AP CASS - NZ Central Government,120.11
133878,UNICOM1-AS-AP UNICOM NEW ZEALAND LIMITED,120.11
45620,SKYTELEVISION-AS-AP Sky Network Television Ltd,120.11
132815,EWL-AS-AP Evolution Wireless Ltd,120.11
132588,YRLESSLTD-AS-AP Yrless Ltd,120.11
132347,MIKIPRO-AS-AP MikiPro Ltd,120.11
132284,RADIO-NEW-ZEALAND-AS-AP Radio New Zealand,120.11
133455,SKYCITY-AS-AP SKYCITY Entertainment Group Limited,120.11
132174,MATRIXSECURITY-AS-AP Matrix Security Group Limited,120.11
132231,NFLL-AS-AP Network For Learning Limited,120.11
55793,PSC-AS-AP Ministry of Civil Defence,120.11
55860,FOODSTUFFSSI-AS-AP Foodstuffs SI Ltd,120.11
55926,MERCURYNZ-AS-AP Mercury NZ Limited,120.11
55485,TWWOA-AS-NZ 1 Francis Street,120.11
64076,CLOUDSOURCEITLTD-AS-AP CloudSource IT Limited,120.11
131174,TWO-DEGREES-AS-AP Two Degrees Mobile Limited,120.11
131239,AUCKLANDCOUNCIL-AS-AP Auckland Council,120.11
132083,FCSL-AS-AP FOUNDATION CLOUD SERVICES LIMITED,120.11
56304,THETOTALTEAM-AS-AP The Total Team Limited,120.11
266201,VERO S.A,120.20030303030303
214598,dbautz Daniel Bautz,120.24333333333333
41071,OPENPOP-AS OPENPOP SA,120.24751549999999
58666,NASL-AS-AP Vorco,120.28562666666667
25367,AS-ADTS-LU Proximus Luxembourg S.A.,120.49837516248375
8412,TMA T-Mobile Austria GmbH,120.50619692442135
25761,FIFTYFIVE-AS 55 IT Services GmbH,120.51037037037037
262675,Solucao Network Provedor Ltda,120.58566666666667
28198,SEMPRE TELECOMUNICACOES LTDA,120.58624587486248
47377,Orange_Belgium_SA Orange Belgium SA,120.58721142628579
8674,NETNOD-IX Netnod AB,120.64362858052449
273165,IX CDE SOCIEDAD ANONIMA,120.65166666666667
210732,KAMANET Alexandre Fernandes,120.66675878391891
47340,ROCHE-AS Roche Diagnostics GmbH,120.68581123301605
263009,FORTE TELECOM LTDA.,121.0724712509583
262761,Sinal Br Telecom Ltda,121.14499999999998
329029,MyManga-AS,121.53783600000001
36948,KENIC,121.53892763092104
35444,DigicomAlbania-AS Digicom SHPK,121.55833333333335
43220,team-blue-norway team.blue Denmark A/S,121.65663500000001
209022,Tschajera-Limited Tschajera Limited,121.70004834300192
35033,FUJITSU-AS Fujitsu Services A/S,121.804
262954,VirtuaServer Informatica Ltda,121.89933333333333
262813,Superimagem Tecnologia em Eletronica Ltda,121.89933333333333
263283,JGNET - J G DE OLIVEIRA MATOS & CIA LTDA,121.89933333333333
264962,VOLTEC SERVICO DE AUTOMACAO TELECOM ...,121.89933333333333
24768,ALMOUROLTEC ALMOUROLTEC SERVICOS DE INFORMATICA E INTERNET LDA,122.15341304571822
266602,ODATA S.A.,122.29099999999998
61573,Ip Telecom,122.2963888888889
22356,Durand do Brasil Ltda,122.30334249511571
24216,NTT-IN-AS-AP-2 Mumbai,122.404019
28213,LCI Equipamentos de Informatica LTDA - LCI Telecom,122.51565277453716
48362,TKSWF-AS Stadtwerke Feldkirch,122.5966160013362
31510,IKB-AS Innsbrucker Kommunalbetriebe AG,122.74666666666666
29081,WVNET-AT-AS WVNET Information und Kommunikation GmbH,122.74666666666666
209454,NoA-AS The North Alliance Sverige AB,122.7525
1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,122.8819854049849
48326,datanetworks DataNetworks s.r.o.,122.93750000000001
15962,OSK-DNI Orange Slovensko a.s.,122.93838161272042
200970,RIEPERT Riepert Informationstechnologie GmbH,122.96066666666665
