ASnumber,AS_ID,AS_Organization,CO2_Intensity
271007,271007_,FRANCINE TALLIS LOURENZONI RIBEIRO INFORMATICA,103.21
271033,271033_,FLAY NET TELECOM,103.21
271137,271137_,diego fernando sales feitosa,103.21
271196,271196_,GS TELECOM,103.21
271246,271246_,MINISTÉRIO PÚBLICO DO ESTADO DE SANTA CATARINA,103.21
271251,271251_,LAR NET TELECOMUNICAÇÕES LTDA,103.21
271276,271276_,K C C MATIAS-ME,103.21
271288,271288_,AULOI INFORMATICA TELECOM LTDA ME,103.21
271335,271335_,GATEWAY ENTERPRISE CORPORATION LTDA ME,103.21
271423,271423_,HILINK COMUNICAÇÕES,103.21
271467,271467_,RIO GRANDE DO SUL DEFENSORIA PUBLICA DO EST. DO RS,103.21
271517,271517_,ULTRA CORE TELECOMUNICACOES LTDA,103.21
271637,271637_,LG PROVEDOR E SOLUÇÕES EM INFORMÁTICA LTDA,103.21
271642,271642_,W. & W. On-Line LTDA,103.21
272253,272253_,FERNANDO ALVES AUTOMACAO,103.21
272443,272443_,ÁGIL INFORMATICA LTDA,103.21
272461,272461_,MKS CONNECT COMUNICACAO E MULTIMIDIA LTDA,103.21
272696,272696_,HOSTING NOW NET LTDA,103.21
272775,272775_,costa & rodrigues serviço de telecomunicações ltda,103.21
273310,273310_,ERELINE PROVEDOR DE INTERNET LTDA,103.21
273400,273400_,MUGO TELECOMUNICACOES LTDA,103.21
273425,273425_,AUGE TELECOM LTDA,103.21
273624,273624_,SOUSA & RAMOS PRESTADORA DE SERVICOS LTDA,103.21
273692,273692_,ULTRA INTERNET LTDA,103.21
274677,274677_,IEZ! TELECOM LTDA,103.21
274804,274804_,WIGOLD LTDA,103.21
13914,13914_,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,103.21
28336,28336_,Dekanet Comunicação Multimídia Ltda.,103.21
53000,53000_,Mirae Asset Wealth Management (Brazil) C.C.T.V.M,103.21
53011,53011_,KARCHER IND E COM LTDA,103.21
53120,53120_,MUNDIVOX TELECOMUNICAÇÕES LTDA,103.21
61867,61867_,GIGACOM DO BRASIL LTDA,103.21
262309,262309_,BMBB SERVIÇOS DE COMUNICAÇÃO LTDA,103.21
262431,262431_,Liq Corp S.A.,103.21
262552,262552_,BH - TEC,103.21
262990,262990_,VIRTUAL CENTER HOSTING TECNOLOGIA EIRELI,103.21
265181,265181_,S1 Telecomunicações e Sistemas de Informação LTDA,103.21
265182,265182_,Agencia Nacional do Cinema,103.21
265376,265376_,EQUINIX BRASIL,103.21
268344,268344_,TECKLINK NET TELECOMUNICACOES EIRELI - EPP,103.21
268433,268433_,MGCLOUD SOLUCOES EM TIC LTDA - ME,103.21
268681,268681_,LPCNET INTERNET LTDA,103.21
268830,268830_,SYSMAP SOLUTIONS SOFTWARE E CONSULTORIA LTDA.,103.21
269101,269101_,Pottencial Seguradora S/A,103.21
269270,269270_,ANDRE FERREIRA LIMA SERVICOS DE COMUNICACAO,103.21
269537,269537_,MUNDO TELECOM E SERVICOS LTDA - EPP,103.21
271587,271587_,Connect House Informática Ltda-Me,103.21
273806,273806_,OPS SOLUCOES EM TECNOLOGIA DA INFORMATICA LTDA.,103.21
274607,274607_,GHT Telecom,103.21
61619,61619_,ALGAR TI CONSULTORIA S/A,103.21
28586,28586_,BANCO BRADESCO SA,103.21
7365,7365_,CENTROIN PROVEDOR DE SERV. INTERNET. LTDA,103.21
22133,22133_,Octet Brasil Ltda,103.21
61879,61879_,América Latina Educacional Adm. e Serviços LTDA,103.21
263010,263010_,Ricardo Adolfo Martins ME,103.21
263602,263602_,DITCOM INTERNET LTDA.,103.21
266478,266478_,J BOHRER PROVEDORES DE INTERNET - ME,103.21
10688,10688_,ISM AUTOMACAO S.A.,103.21
28175,28175_,On Line Tecnologia e Integração LTDA - EPP,103.21
28572,28572_,Apoiocom Digital Ltda - EPP,103.21
52883,52883_,ICAL - Indústria de Calcinação Ltda,103.21
52907,52907_,PRIME FIBRA LTDA,103.21
53077,53077_,ALOLTECH TELECOM LTDA,103.21
53113,53113_,Agyonet Ltda,103.21
53139,53139_,RDF Informatica Ltda,103.21
53196,53196_,NETSTAR SOLUÇÕES LTDA,103.21
61707,61707_,SYSVOIP TELECOMUNICAÇÕES LTDA - ME,103.21
262566,262566_,Link Sete Servicos de Internet e Redes Ltda,103.21
262767,262767_,Avelino e Rodrigues LTDA,103.21
262895,262895_,Norte Line Telecomunicacoes Ltda.,103.21
262948,262948_,LD Telecomunicações LTDA,103.21
263356,263356_,CNT Fiber,103.21
263994,263994_,Fullnet Telecomunicações LTDA,103.21
264374,264374_,NCA Tecnologia Ltda,103.21
264455,264455_,STAR MAN NET PROVEDORA DE INTERNET LTDA - EPP,103.21
264540,264540_,RG Tecnologia e Telecomunicações Ltda,103.21
265051,265051_,Speed Max Provedor de Internet Wireless LTDA-ME,103.21
265131,265131_,GP4 TELECOM LTDA - ME,103.21
265183,265183_,Mundo Telecomunicações e Informatica Ltda,103.21
265437,265437_,INTERNET CORPORATE & SOLAR LTDA,103.21
265460,265460_,LUP TELECOMUNICACOES LTDA,103.21
265485,265485_,UP NET TELECOM,103.21
265497,265497_,AltaVista Telecomunicações LTDA,103.21
266149,266149_,BDC TELECOM,103.21
266260,266260_,ITOP TELECOM LTDA - ME,103.21
266556,266556_,THOMAS INFORMÁTICA LTDA,103.21
267008,267008_,NET WAY TECNOLOGIA LTDA,103.21
268188,268188_,ROBSON LIMA DA SILVA PROVEDOR DE INTERNET LTDA,103.21
268229,268229_,VIA ONDAS TELECOMUNICACOES LTDA,103.21
268480,268480_,ALTA VELOCIDADE TELECOMUNICACOES LTDA,103.21
268725,268725_,Planex Telecom,103.21
268882,268882_,Mais Rede Telecom,103.21
269248,269248_,WAGNER JOSE RIBEIRO,103.21
270385,270385_,CONECTA - PROVEDOR DE INTERNET LTDA.,103.21
270663,270663_,LM NET LTDA,103.21
270837,270837_,Imartech Fibra,103.21
270897,270897_,SAFE SMART TREINAMENTO CONSULTORIA E TELECOM LTDA,103.21
271062,271062_,RL MultiFibra Internet,103.21
271252,271252_,BHNET FIBRA TELECOMUNICACOES LTDA,103.21
271338,271338_,TITAM NET TELECOM,103.21
271610,271610_,INFINITYCARD BRASIL LTDA,103.21
272201,272201_,ACSNET TELECOM,103.21
272241,272241_,LIBERT TECNOLOGIA EM TELECOMUNICACOES EIRELI,103.21
272421,272421_,Power Fibra Telecomunicacoes LTDA,103.21
272487,272487_,WAVE - FIBRA TELECOMUNICACOES LTDA,103.21
273348,273348_,MAIS NET TELECOM LTDA,103.21
273350,273350_,Gns Telecom,103.21
273714,273714_,POINT NET TELECOMUNICAÇÃO LTDA,103.21
28203,28203_,Webcenter Sist Prest de Servicos de Informatica,103.21
53100,53100_,Criare Telecomunicações e Consultoria Ltda. - EPP,103.21
61604,61604_,Benerofonte Networks,103.21
61813,61813_,EDGE4M CONSULTORIA EM INFRAESTRUTURA LTDA.,103.21
262444,262444_,XTURBO PROVEDOR DE INTERNET LTDA,103.21
262500,262500_,BS2 Sistemas para Internet Ltda.,103.21
266565,266565_,STAR LINE TELECOMUNICAÇÕES LTDA,103.21
271502,271502_,XyberNet Telecom,103.21
28132,28132_,TRI TELECOM LTDA,103.21
28330,,,103.21
52567,52567_,NEXNET FIBRA INTERNET,103.21
52686,52686_,F.J.FANTINI AMPARO ME,103.21
52972,52972_,Tech Cable do Brasil Sist. de Telec. Ltda,103.21
53111,53111_,Centro Educacional Nossa Senhora Auxiliadora,103.21
53232,53232_,Banner Serviços de Telecom e Internet Ltda.,103.21
262515,262515_,FUNDACAO JOAO PAULO II,103.21
262623,262623_,claudio jose lara -me,103.21
262908,262908_,D. A. Comercio e Servicos de Informatica Ltda,103.21
263007,263007_,Lobianco Telecom Informática Ltda. ME,103.21
263041,263041_,NTS-1 TELECOMUNICACOES LTDA,103.21
263326,263326_,VISUALPHONE-SCM LTDA,103.21
263374,263374_,YZO TELECOM TECNOLOGIA EIRELI - ME,103.21
263879,263879_,CR Net Telecomunicações Ltda-Me,103.21
263963,263963_,Goldweb Barretos serviços de Telecomunicações Ltda,103.21
264346,264346_,SOFTWAY internet e telecomunicacoes ltda,103.21
264516,264516_,A.M.A TELECOM,103.21
265100,265100_,FSI Telecomunicacoes LTDA,103.21
265419,265419_,WA. TELECON COMERCIO E SERVICOS LTDA,103.21
265960,265960_,FNETCOM TELECOMUNICACAO E INFORMATICA LTDA,103.21
266043,266043_,CANET INTERNET E TELECOM LTDA ME,103.21
266290,266290_,Zennet Comunicação Digital e Info Ltda,103.21
266406,266406_,VOE INTERNET,103.21
266625,266625_,WCA TELECOM,103.21
266958,266958_,Net Telecom MD Ltda-ME,103.21
267072,267072_,VELOZ NET SERVIÇOS E COMUNICAÇÕES LTDA,103.21
267141,267141_,Terabyte de Teresopolis Provedor de Internet LTDA,103.21
267214,267214_,CLICKPLAY PROVEDOR DE ACESSO LTDA - ME,103.21
267263,267263_,VIVA TELECOM,103.21
267417,267417_,ITECHNOLOGY EIRELI - ME,103.21
267554,267554_,+Net & Telecom,103.21
267624,267624_,RAIMAX INTERNET LTDA,103.21
268242,268242_,CONECTJET - CONEXOES RAPIDAS LTDA EPP,103.21
268264,268264_,OFFSHORE LINK SAT LTDA,103.21
268380,268380_,ELETRONICA BK 2009 LTDA,103.21
268560,268560_,FIBRA VIP,103.21
268588,268588_,J.LP FONSECA TELECOM,103.21
268679,268679_,Mikol Net Telecomunicaçoes LTDA Eirele ME,103.21
268743,268743_,SOCIEDADE CAMPINEIRA DE EDUCAÇÃO E INSTRUÇÃO,103.21
269291,269291_,Next Provedor de Acesso a Internet Ltda Me,103.21
269482,269482_,UP TELECOM LTDA,103.21
269499,269499_,FIBRALINK INTERNET E TELECOMUNICACOES LTDA,103.21
270544,270544_,JB TELECOMUNICACOES & SOLUCOES LTDA - ME,103.21
270684,270684_,WEB KONECT TELECOM DE FRUTAL LTDA,103.21
270746,270746_,HBC TELECOM MULTIMIDIA LTDA,103.21
270755,270755_,GLOBAL TELECOMUNICACOES LTDA,103.21
270949,270949_,Vello Servicos de Telecomunicacoes Ltda,103.21
271424,271424_,JOY TELECOMUNICACOES LTDA,103.21
271478,271478_,Interlink Solucoes Em Telecomunicacoes Ltda - ME,103.21
271557,271557_,TOP FIBRA TV E INTERNET LTDA,103.21
272588,272588_,MGM TELECOM COMUNICACAO LTDA,103.21
273766,273766_,Rural Telecom,103.21
274742,274742_,Ello Tecnology LTDA,103.21
22431,22431_,ABASE - SERVICOS TELECOM DES E COM SOFT LTDA,103.21
28001,28001_,LACNIC - Latin American and Caribbean IP address,103.21
53003,53003_,EVOLUNET PROVEDORA DE INTERNET LTDA PE,103.21
53035,53035_,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,103.21
53140,53140_,MPC INTERNET LTDA,103.21
263908,263908_,VICONTEC TECNOLOGIA INTERNET E REDES LTDA,103.21
267264,267264_,Jrfiber serviços de comunicação,103.21
268320,268320_,GRUPO INOVA MAIS TELECOM LTDA,103.21
270448,270448_,MV NET,103.21
262451,262451_,Prefeitura Municipal de Londrina,103.21
262995,262995_,NETDIGITAL TELECOMUNICACOES LTDA,103.21
264604,264604_,Unixsis Servicos de Unix e Cloud - ME,103.21
267571,267571_,SUMITA TELECOMUNICACOES LTDA,103.21
268781,268781_,SOS REDES TECNOLOGIA E INOVACAO LTDA.,103.21
268933,268933_,PRIMETEC PRESTADORA DE SERVIÇOS LTDA - ME,103.21
270942,270942_,GLINK TELECOMUNICAÇÃO LTDA,103.21
61721,61721_,PETROLEO BRASILEIRO S.A. - PETROBRAS,103.21
16891,16891_,Sociedade Mineira de Cultura,103.21
28270,28270_,Videomar Rede Nordeste S/A,103.21
52576,52576_,Zap Online Ltda,103.21
52743,52743_,Twister Soft Net Ltda,103.21
52758,52758_,Global Network Telecomunicações do Brasil Ltda.,103.21
52762,52762_,TRIADE FIBRA,103.21
52790,52790_,CONECTA NET TELECOMUNICAÇÕES LTDA ME,103.21
52809,52809_,Itanel Provedores de Informática LTDA,103.21
52894,52894_,Klisa Net Telecomunicações e Multimidia LTDA ME,103.21
53050,53050_,Super Cabo TV Caratinga Ltda,103.21
53185,53185_,WILLIAM ROBERTO ZAGO,103.21
61646,61646_,SINALNET Comunicações,103.21
61710,61710_,Sulminet Informatica Ltda - ME,103.21
61713,61713_,Virtual Internet Ltda Me,103.21
61749,61749_,FUNDACAO DE ENSINO E PESQ SUL DE MINAS,103.21
61840,61840_,VALSPE SOLUCOES EM INFORMATICA LTDA - ME,103.21
262379,262379_,HZ TELECOMUNICAÇÕES E INFORMATICA LTDA,103.21
262385,262385_,VSAT- TELECOMUNICAÇÕES LTDA,103.21
262805,262805_,REDE MINAS TELECOM LTDA,103.21
263095,263095_,Mineração Curimbaba Ltda.,103.21
263562,263562_,Speet Serviços de Telecomunicações Ltda - ME,103.21
264114,264114_,RZ NET LTDA.,103.21
264258,264258_,Embare Industria Alimenticia S/A,103.21
264554,264554_,CONECTE TELECOMUNICAÇÕES LTDA,103.21
264888,264888_,Minas Online Provedor de Internet LTDA,103.21
264894,264894_,DREAMNET PROVEDOR DE INTERNET LTDA - ME,103.21
265328,265328_,Master Net Telecom e Segurança Ltda,103.21
265448,265448_,NETWORK INFORMATICA LTDA. - ME,103.21
265956,265956_,VS INTERNET,103.21
266242,266242_,VIANET GUARACIAMA EIRELI ME,103.21
266364,266364_,RABELO FLORES SERVIÇOS DE MULTIMIDIA EIRELI-IGBWEB,103.21
266597,266597_,JCNET PROVEDOR DE INTERNET LTDA,103.21
267114,267114_,LINK NET BANDA LARGA EIRELI - ME,103.21
267184,267184_,EMPETEL - PE,103.21
267227,267227_,FLAT TELECOMUNICAÇÕES LTDA,103.21
267472,267472_,MINASCOMP INTERNET,103.21
268029,268029_,ALEXANDRE GIOVANELI - ME,103.21
268186,268186_,InterOuro Telecom,103.21
268209,268209_,FENIX TELECOM,103.21
268280,268280_,NET MINAS FIBRA,103.21
268287,268287_,LUCAS MENDES ALVARENGA E CIA LTDA,103.21
268804,268804_,BRIDGENET LTDA ME,103.21
268855,268855_,FAST NET SERVICOS INFORMATIZADOS,103.21
268884,268884_,LIKEE FIBRA LTDA,103.21
268888,268888_,ACRF SERVICOS DE INFORMATICA LTDA - ME,103.21
268970,268970_,EXPERT INTERNET LTDA,103.21
268990,268990_,Inforfelixnet Telecomunicaçoes Ltda ME,103.21
269193,269193_,Iktelecom Ltda,103.21
269262,269262_,CONEXÃO UPNET,103.21
270269,270269_,WEB PROVEDORES E TELECOMUNICAÇÕES LTDA - ME,103.21
270364,270364_,NOVALINK INTERNET LTDA,103.21
270445,270445_,STAR NET FLEX MULTIMIDIA - LTDA,103.21
270584,270584_,Bhnet Telecomunicacoes,103.21
270884,270884_,VOUE LTDA,103.21
270951,270951_,PAULO MARQUES DE ARAUJO - ME,103.21
271041,271041_,NOVANET PROVEDORA DE INTERNET LTDA ME,103.21
271156,271156_,MEPLO EMPREENDIMENTOS TECNOLOGICOS LTDA,103.21
271169,271169_,NETLINE TELECOM,103.21
271170,271170_,LEVNET TELECOM E INFORMATICA LTDA,103.21
271427,271427_,Ulltranet Telecom,103.21
271499,271499_,YOU NET TELECOMUNICACOES,103.21
273412,273412_,CN TELECOM SERVICOS DE INTERNET LTDA,103.21
273747,273747_,TECH IN SOLUCOES LTDA,103.21
52818,52818_,CD ONE CORPORATION DO BRASIL LTDA,103.21
61792,61792_,IPNET TELECOMUNICACOES LTDA,103.21
262463,262463_,TELECOM CORDEIROPOLIS LTDA - ME,103.21
264570,264570_,RIOTEL TELECOMUNICAÇÕES LESTE- RTL,103.21
265980,265980_,FTTH TELECOM,103.21
267151,267151_,IN FIBRA LTDA,103.21
267668,267668_,Gigaweb Tecnologia,103.21
268202,268202_,F R BRAGA INFORMATICA ME,103.21
272207,272207_,SPACENET WIFI TELECOM LTDA,103.21
28226,28226_,Vogel Soluções em Telecom e Informática S/A,103.21
28250,28250_,Vogel Soluções em Telecom e Informática S/A,103.21
28639,28639_,LocalNet Network,103.21
61936,61936_,VIATEC TELECOMUNICAÇÕES LTDA,103.21
262405,262405_,+Net & Telecom,103.21
264256,264256_,SNOWLAND PARTICIPACOES E CONSULTORIA LTDA,103.21
265091,265091_,AGS Antenas LTDA ME,103.21
22407,22407_,Acesso a Internet Rápido Ltda.,103.21
263258,263258_,INTERLIG TELECOM,103.21
263479,263479_,SONDA PROCWORK INFORMATICA LTDA,103.21
264284,264284_,Transdados Telecom,103.21
264320,264320_,L S N FERREIRA & CIA LTDA ME,103.21
265435,265435_,E.W de Aguiar Lima e Comercio EPP,103.21
266500,266500_,SURF TELECOM S.A.,103.21
267179,267179_,Inforsolutions Consultoria e Tecnologia Ltda,103.21
268257,268257_,SIDI SERVIÇOS DE COMUNICAÇÃO LTDA-ME,103.21
269087,269087_,netcabo serviços de comunicacao,103.21
271494,271494_,Soft Telecom,103.21
271663,271663_,VICOM BRASIL INTERNET E TELECOM,103.21
271770,271770_,PINGUIM TELECOM E TECNOLOGIA EIRELI,103.21
273730,273730_,GILMAR F DE ALMEIDA,103.21
269110,269110_,EXPRESS INFORMATICA,103.21
27688,27688_,Winfnet Telecom Wireless Ltda,103.21
264058,264058_,TNB Telecom,103.21
28262,28262_,INTERNEXO LTDA.,103.21
53081,53081_,Netjacarei Telecon Ltda,103.21
53150,53150_,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABAL,103.21
262281,262281_,M.M.V.A do Brasil Multimidia Ltda.,103.21
265067,265067_,Madmak Informatica Telecomunicacoes - LTDA ME,103.21
265307,265307_,PLANETY INTERNET SERVIÇOS E COMUNICAÇÕES LTDA - ME,103.21
267157,267157_,Provedor Ls Net,103.21
268148,268148_,AccessLink Telecom,103.21
268273,268273_,CABOSAT INTERNET EIRELI,103.21
269030,269030_,TOPSAPP SOLUCOES EM TELECOMUNICACOES E REDES AVANC,103.21
269073,269073_,NipTelecom Telecomunicacoes LTDA,103.21
269185,269185_,Globalfiber Telecom LTDA,103.21
269452,269452_,JEFERSON MADALENA EPP,103.21
269685,269685_,NET SÃO JOSE LDTA - ME,103.21
270288,270288_,WISP SOLUCOES DE ACESSO LTDA,103.21
270990,270990_,OZIEL AUGUSTO DA SILVA 3577327685,103.21
271558,271558_,Conecta Vale Servico de Telecomunicacao EIRELI,103.21
28299,28299_,CYBERWEB NETWORKS LTDA,103.21
53244,53244_,Locaweb Serviços de Internet S/A,103.21
262446,262446_,Locaweb Serviços de Internet S/A,103.21
263590,263590_,LOCAWEB SERVICOS DE INTERNET S.A.,103.21
267489,267489_,NEOVEX COMERCIO E SERVICOS DE TELECOMUNICACOES,103.21
28125,28125_,Elo.Net Tecnologia Ltda. - ME,103.21
268114,268114_,THM Tecnologia Net Ltda,103.21
28264,28264_,ADLLink Provedor de Internet Via Radio LTDA,103.21
52535,52535_,Elonet Provedor de Internet Ltda,103.21
52611,52611_,GROWNET E SERVICOS,103.21
53012,53012_,"SEC MUN DE PLANEJAMENTO, FAZENDA E TEC DA INFORM-S",103.21
61842,61842_,RR MULTIMIDIA LTDA ME,103.21
262273,262273_,I T Tecnologia e Informação Ltda,103.21
262590,262590_,NET ON LINE LTDA,103.21
262654,262654_,Governo do Estado do Rio Grande do Norte,103.21
263383,263383_,L GONZAGA JUNIOR SERVICOS DE INTERNET - ME,103.21
263642,263642_,Serra Net Telecomunicações e Internet LTDA. - ME,103.21
263940,263940_,TOP WEB TELECOM LTDA - ME,103.21
264161,264161_,FGTECH INFORMATICA LTDA,103.21
264338,264338_,Companhia de Processamento de Dados da Paraiba,103.21
264456,264456_,GBATELECOM LTDA,103.21
264476,264476_,Tribunal Regional do Trabalho 13a. Regiao,103.21
264547,264547_,DATAZOOM TELECOM,103.21
265163,265163_,Arenaja Serviços de telecomunicaçoes,103.21
265219,265219_,R C MORAIS MAIA ME,103.21
265313,265313_,ANDERLINE TELECOMUNICACOES E MULTIMIDIA LTDA,103.21
265360,265360_,AGILITY TELECOM,103.21
265387,265387_,INFORARTS - MARIA FABIANA JOSUE DE SOUZA HOLANDA,103.21
265957,265957_,Solnet Prestacao de Servicos de Internet LTDA,103.21
266103,266103_,AGILITY TELECOM,103.21
266169,266169_,BIXNET SERVICOS DE REDES DE COMUNICACAO VIRTUAL,103.21
266271,266271_,INTERAGE TELECOMUNICACOES E INFORMATICA LTDA ME,103.21
266309,266309_,TOP NET LTDA,103.21
266377,266377_,SKYNET PROVEDOR DE INTERNET LTDA,103.21
266410,266410_,BELNET EIRELLI,103.21
266441,266441_,LWNET COMERCIO E SERVICOS DE COMUNICACOES LTDA,103.21
266972,266972_,SIGANET TELECOM,103.21
267047,267047_,A B BISPO SERVICOS,103.21
267181,267181_,top connect tecnologia ltda,103.21
267198,267198_,G_NET Serviços de Telecomunicações Ltda - ME,103.21
267459,267459_,R3TELECOM INTERNET,103.21
267486,267486_,MARIA DE FATIMA SILVA MARCELINO LIMA ME,103.21
267559,267559_,SERGIO PEREIRA DE SOUZA - ME,103.21
267660,267660_,T & S SERVICO DE COMUNICACAO MULTIMIDIA LTDA,103.21
267995,267995_,Digitus Net Internet Ltda ME,103.21
268163,268163_,OBALINK LTDA,103.21
268220,268220_,SECRETARIA EXECUTIVA DE FAZENDA,103.21
268328,268328_,ALIANCA LINK PROVEDOR DE INTERNET,103.21
268453,268453_,Adalberto Gonçalves Nogueira Me,103.21
268760,268760_,LIVENET SERVICOS DE COMUNICACAO MULTMIDIA LTDA ME,103.21
269113,269113_,UNO TELECOM LTDA,103.21
269146,269146_,NOKE TELECOMUNICACOES LTDA,103.21
269158,269158_,SPEED TELECOM,103.21
269491,269491_,ShalomNet Telecom Ltda,103.21
270317,270317_,SUPRIFIBRA SOLUCOES TECNOLOGICA LTDA,103.21
270403,270403_,LOCAL TELECOM LTDA,103.21
270612,270612_,Mnet Telecom Provedoria em Internet Ltda,103.21
270642,270642_,Agility Telecom,103.21
271055,271055_,LUCAS DE SOUZA SILVA,103.21
271371,271371_,Agility Telecom Várzea Alegre,103.21
271433,271433_,MAIA E DUTRA LTDA,103.21
271490,271490_,MAGNA BATISTA DE SOUZA - ME,103.21
271676,271676_,ACESSE WIFI,103.21
273396,273396_,LÍDER LINK TELECOMUNICACOES LTDA,103.21
273457,273457_,WAVE LINK TELECOM LTDA,103.21
273499,273499_,ORLANDO LEITE ROLIM,103.21
52594,52594_,VISALINK SERVICOS DE COMUNICACAO LTDA.,103.21
262408,262408_,CEPAIN TELECOM,103.21
262841,262841_,M.A. INFORMATICA LTDA,103.21
263002,263002_,ORSSATTO TELECOM TELECOMUNICACOES - EIRELI,103.21
266354,266354_,KSNET EIRELI - ME,103.21
268739,268739_,TRI CLOUD DATA CENTER LTDA,103.21
28138,28138_,WN INTERNET,103.21
267170,267170_,SM DA SILVA SERVIÇOS DE COMUNICAÇÃO,103.21
52677,52677_,Webgenium System Ltda,103.21
262430,262430_,DIGITAL DESIGN SERVIÇOS DE TELECOMUNICAÇÕES EIRELI,103.21
265125,265125_,V. GRAZIOLI & CIA. LTDA. - ME,103.21
266549,266549_,Alexandre Augustini e Cia Ltda,103.21
269305,269305_,George Izui Me,103.21
28145,28145_,RLINE TELECOM LTDA,103.21
264012,264012_,CONECT TELECOM,103.21
264191,264191_,Eagnet Telecomunicações Eireli-Me,103.21
270324,270324_,TURBONET CAPANEMA,103.21
7048,7048_,MHNET TELECOM,103.21
28224,28224_,MHNET TELECOM,103.21
52607,52607_,Irmãos Giotto Oliveira & Cia.Ltda.,103.21
52727,52727_,IMNET Telecomunicacoes Ltda,103.21
52770,52770_,Acem Telecom Ltda,103.21
52952,52952_,Millenium Com de Mat e Sist de Inf. Ltda,103.21
52986,52986_,Vupt Provedora de Internet Ltda,103.21
53205,53205_,IBSOL TELECOM LTDA,103.21
53218,53218_,SPEEDSERVICE TELECOMUNICACOES LTDA,103.21
61711,61711_,BOAVISTA- PROVEDOR DE INTERNET E INFORMATICA LTDA,103.21
61855,61855_,NOVA NET TECNOLOGIA LTDA - ME,103.21
61897,61897_,HP COMERCIO E SERVICOS DE TECNOLOGIA E TELECOM LTD,103.21
61914,61914_,Roberto Keller - ME,103.21
262360,262360_,NEDEL TELECOM,103.21
262727,262727_,AtualNet Provedor de Internet Ltda,103.21
262824,262824_,A C ROCHA INFORMATICA LTDA,103.21
263020,263020_,MEGA NET PROVEDOR INTERNET LTDA,103.21
263036,263036_,Fox Conect Provedor de Internet LTDA,103.21
263289,263289_,Palmasnet Informática LTDA,103.21
263439,263439_,Saber Informática LTDA,103.21
